EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label
104012,-999.0,85.456,70.404,4.541,-999.0,-999.0,-999.0,1.844,4.541,69.385,0.821,-1.399,-999.0,38.104,-0.133,-0.078,31.281,-1.838,-0.778,60.807,2.767,80.699,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,2.26662348304,b
104013,80.006,53.754,58.722,18.459,-999.0,-999.0,-999.0,2.755,18.459,53.856,1.206,-1.176,-999.0,24.41,0.91,2.609,29.446,-0.105,0.048,24.636,-2.964,182.836,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,2.06131020754,b
104014,-999.0,69.77,43.255,34.975,-999.0,-999.0,-999.0,1.783,4.709,91.024,1.609,-1.302,-999.0,21.058,-0.967,0.362,33.893,-0.311,-1.296,55.047,3.107,109.599,1,36.073,-3.365,0.857,-999.0,-999.0,-999.0,36.073,4.77814087001,b
104015,63.053,45.006,51.872,2.333,-999.0,-999.0,-999.0,2.483,2.333,55.157,1.435,-1.398,-999.0,22.649,2.371,0.895,32.508,2.065,-1.569,18.544,2.396,59.745,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68161144262,b
104016,128.063,84.259,89.803,30.784,-999.0,-999.0,-999.0,2.753,2.032,103.063,1.364,-1.032,-999.0,29.714,0.688,2.349,40.533,2.367,0.166,43.797,-2.948,142.375,1,32.816,-1.098,-0.685,-999.0,-999.0,-999.0,32.816,2.47567206472,b
104017,102.602,19.296,55.442,75.455,1.157,48.208,1.375,2.728,3.896,127.488,1.422,1.348,0.016,21.886,1.005,-1.048,31.112,0.132,2.651,58.951,3.105,194.669,2,37.489,1.886,-0.034,37.001,0.729,0.19,74.49,0.00150187015894,s
104018,22.747,81.883,20.705,31.179,-999.0,-999.0,-999.0,0.609,4.378,104.97,1.502,-0.866,-999.0,27.883,1.244,2.951,41.892,1.48,2.389,40.07,-0.828,125.558,1,35.195,-0.424,-0.088,-999.0,-999.0,-999.0,35.195,2.04782816077,b
104019,268.148,92.51,225.498,5.448,-999.0,-999.0,-999.0,3.032,5.448,185.281,1.067,-1.414,-999.0,89.645,-1.239,2.557,95.637,0.109,-0.159,35.099,-2.008,169.378,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.22834481937,b
104020,106.186,36.799,73.749,35.748,3.075,267.376,-1.906,2.736,22.008,192.741,0.664,1.38,0.445,46.095,-1.918,-2.376,30.592,-2.059,0.357,14.013,-1.832,340.697,2,77.242,-2.213,1.08,38.812,0.861,-1.746,116.054,0.0834140312717,b
104021,139.537,74.395,81.917,23.548,-999.0,-999.0,-999.0,3.03,23.548,83.904,2.013,1.405,-999.0,27.852,1.718,-1.142,56.052,2.28,2.164,27.928,-1.673,146.866,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.2176174589,b
104022,137.499,5.63,100.734,47.864,-999.0,-999.0,-999.0,2.416,24.267,151.316,0.995,1.236,-999.0,51.314,-1.044,0.92,51.046,-1.755,-3.053,9.556,2.974,184.882,1,48.956,-1.025,-1.421,-999.0,-999.0,-999.0,48.956,0.018636116672,s
104023,117.885,61.786,85.529,1.765,-999.0,-999.0,-999.0,3.175,1.765,77.741,1.593,-1.38,-999.0,29.985,-1.037,-0.572,47.756,-0.021,2.703,20.236,-0.215,97.911,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.68161144262,b
104024,150.968,61.859,118.903,11.97,-999.0,-999.0,-999.0,3.344,26.56,100.256,1.862,-1.39,-999.0,22.97,1.243,-0.427,42.781,-1.342,1.694,25.723,-2.187,136.399,1,34.505,1.417,-0.929,-999.0,-999.0,-999.0,34.505,6.63456924472,b
104025,112.373,66.017,59.768,52.576,-999.0,-999.0,-999.0,2.439,28.672,88.192,1.472,0.988,-999.0,23.193,-1.216,1.207,34.149,-0.098,-0.961,40.628,1.217,139.586,1,30.851,0.449,-2.961,-999.0,-999.0,-999.0,30.851,0.00150270483101,s
104026,85.552,37.756,62.846,10.68,-999.0,-999.0,-999.0,3.036,10.68,62.899,1.132,1.406,-999.0,29.498,-1.618,-2.103,33.401,-1.749,0.931,11.451,-1.682,98.361,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.018636116672,s
104027,111.608,15.623,74.941,40.919,-999.0,-999.0,-999.0,2.855,5.838,122.205,1.342,-1.24,-999.0,32.211,0.379,-2.139,43.242,0.728,0.695,31.072,1.124,231.061,1,46.752,1.194,-2.364,-999.0,-999.0,-999.0,46.752,0.018636116672,s
104028,124.711,0.872,75.742,73.032,3.744,474.659,-1.578,2.232,34.227,232.371,0.872,1.024,0.947,39.608,-0.229,-2.75,34.525,0.949,1.637,40.228,1.661,374.967,2,113.292,-0.484,-1.064,44.947,3.26,2.686,158.239,0.00150270483101,s
104029,65.167,98.409,59.323,32.948,-999.0,-999.0,-999.0,1.72,0.659,120.512,3.004,-1.127,-999.0,22.033,2.265,-0.55,66.189,1.747,-2.19,36.753,1.09,67.067,1,32.289,4.081,1.491,-999.0,-999.0,-999.0,32.289,2.32488913145,b
104030,-999.0,85.489,53.797,1.353,-999.0,-999.0,-999.0,1.839,1.353,59.509,1.792,-1.374,-999.0,21.312,2.196,2.201,38.198,0.802,1.001,50.168,-1.705,109.711,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.47093296417,b
104031,-999.0,90.576,54.0,70.382,5.081,672.383,-4.792,1.65,1.465,195.004,2.588,-1.108,0.815,22.843,-2.435,0.82,59.121,-2.438,-0.829,66.915,-2.437,185.973,2,76.679,1.251,2.118,36.36,-3.83,0.171,113.04,2.11971778156,b
104032,139.988,16.346,106.874,125.097,1.944,165.722,10.971,2.135,0.789,289.214,3.394,1.246,0.0,31.747,0.209,-0.618,107.764,-0.45,-2.648,27.205,-2.345,325.848,2,114.977,2.48,0.516,34.727,4.424,1.908,149.704,0.00150270483101,s
104033,90.92,11.113,61.67,105.716,2.373,212.721,-1.354,1.748,1.706,223.438,2.652,0.761,0.014,24.686,-2.183,1.965,65.456,-2.214,-2.571,44.441,-2.365,245.65,2,77.735,-0.955,0.956,55.561,1.417,-0.338,133.296,0.309795155685,b
104034,83.319,25.866,51.239,75.104,-999.0,-999.0,-999.0,2.105,17.117,151.264,1.391,1.38,-999.0,24.819,0.067,0.932,34.52,0.335,3.019,44.184,2.344,260.494,1,91.925,-0.672,-0.875,-999.0,-999.0,-999.0,91.925,0.789461385504,b
104035,68.868,81.155,49.206,53.648,-999.0,-999.0,-999.0,1.822,0.427,116.597,1.731,0.041,-999.0,23.107,0.065,2.34,39.993,-0.432,0.587,46.977,3.01,102.566,1,53.497,1.222,-0.985,-999.0,-999.0,-999.0,53.497,2.14230563151,b
104036,147.123,10.137,103.307,57.04,-999.0,-999.0,-999.0,2.506,9.682,159.896,0.897,1.266,-999.0,51.752,-2.321,-1.349,46.399,-1.305,2.644,22.649,2.958,224.546,1,61.746,2.602,0.295,-999.0,-999.0,-999.0,61.746,0.00150270483101,s
104037,70.077,90.407,59.325,83.565,-999.0,-999.0,-999.0,1.029,42.999,170.48,1.403,-0.688,-999.0,47.832,-0.488,1.748,67.128,-1.341,1.172,30.749,-2.17,339.949,1,55.521,-1.885,-2.057,-999.0,-999.0,-999.0,55.521,2.06662101965,b
104038,85.808,1.359,52.184,80.002,0.684,38.548,-0.117,1.692,40.329,194.165,0.856,0.962,0.258,37.337,0.7,0.857,31.953,0.398,-0.808,43.24,-0.845,347.795,3,50.201,0.342,3.073,44.327,-0.342,-2.853,124.875,1.37339094711,b
104039,98.947,7.418,75.232,26.446,-999.0,-999.0,-999.0,2.627,26.446,67.504,0.915,0.245,-999.0,35.249,0.346,-1.237,32.255,1.532,1.107,0.451,-1.562,209.634,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.018636116672,s
104040,100.829,28.323,45.925,236.21,-999.0,-999.0,-999.0,1.31,28.276,293.359,2.815,1.26,-999.0,22.362,-0.549,-1.311,62.943,-0.738,-0.015,163.941,-0.294,361.483,1,208.053,-2.145,2.852,-999.0,-999.0,-999.0,208.053,0.00150270483101,s
104041,131.23,28.576,48.697,174.103,1.877,203.892,-0.849,1.43,26.711,270.279,0.729,1.359,0.548,43.436,0.999,-2.524,31.681,0.905,2.332,119.574,2.801,350.56,2,151.445,-0.761,0.189,43.717,1.116,-1.13,195.162,0.018636116672,s
104042,149.928,5.121,91.771,115.613,6.767,1764.942,-11.43,2.625,25.755,237.104,2.248,1.121,0.803,31.645,-1.696,1.924,71.131,-1.715,-1.735,70.312,-1.807,232.433,2,97.615,-3.515,1.741,36.713,3.252,-0.127,134.328,0.00150270483101,s
104043,58.499,42.123,47.355,21.926,-999.0,-999.0,-999.0,1.939,21.926,57.543,1.152,-1.237,-999.0,26.736,1.277,-1.966,30.807,1.333,-0.028,14.708,2.822,123.278,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.30524365588,b
104044,117.804,57.608,90.294,26.465,-999.0,-999.0,-999.0,2.924,26.465,90.777,0.789,-1.412,-999.0,50.753,-0.715,-1.673,40.024,-0.463,1.24,26.7,-2.886,148.409,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.018636116672,s
104045,124.486,49.311,73.938,37.715,-999.0,-999.0,-999.0,3.029,37.715,76.406,2.006,1.414,-999.0,25.418,1.418,1.05,50.989,1.902,-2.243,23.721,2.464,133.882,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.09544774863,b
104046,44.989,95.53,40.343,33.944,-999.0,-999.0,-999.0,1.114,14.516,126.574,1.965,-0.95,-999.0,26.811,-1.764,0.019,52.671,-1.353,-1.016,43.335,2.082,158.486,1,47.091,-0.629,2.795,-999.0,-999.0,-999.0,47.091,2.17003041743,b
104047,116.431,9.308,75.684,23.743,-999.0,-999.0,-999.0,2.958,23.743,77.941,0.501,1.371,-999.0,51.935,0.132,2.293,26.006,-0.404,-0.615,33.853,-0.3,149.39,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
104048,94.637,39.63,67.876,0.317,-999.0,-999.0,-999.0,3.113,0.317,61.172,1.403,-1.396,-999.0,25.461,0.422,0.632,35.711,1.429,-2.313,11.564,1.276,37.727,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.90409449644,b
104049,107.06,94.766,74.405,5.823,-999.0,-999.0,-999.0,2.833,5.823,81.929,2.548,-1.126,-999.0,23.094,1.566,1.365,58.835,1.138,-1.436,38.186,1.758,113.721,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,5.00919675275,b
104050,116.391,23.552,60.915,158.088,3.93,590.827,-3.702,1.387,3.126,272.721,0.676,1.359,0.5,56.186,1.446,2.753,37.978,2.035,1.497,83.53,1.918,273.164,2,120.693,2.364,-1.396,57.864,-1.566,-0.364,178.557,0.00150270483101,s
104051,177.233,50.552,142.903,11.654,-999.0,-999.0,-999.0,4.155,11.654,60.356,2.006,-1.405,-999.0,20.079,1.087,-2.652,40.277,-2.065,0.924,19.364,-1.339,84.877,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,3.18236826702,b
104052,158.085,31.526,113.662,45.865,3.259,254.602,0.915,2.518,8.326,208.715,1.05,-0.941,0.223,54.11,-0.743,-0.885,56.835,0.107,1.485,34.073,2.218,234.414,2,54.967,-0.26,-2.673,42.802,-3.519,-0.44,97.77,0.307169523947,b
104053,105.802,53.622,64.033,0.552,-999.0,-999.0,-999.0,3.183,0.552,62.817,1.818,-1.346,-999.0,22.287,-1.136,0.016,40.529,-1.854,-3.086,17.744,0.098,55.631,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
104054,-999.0,106.962,101.722,2.303,-999.0,-999.0,-999.0,1.911,2.303,123.987,0.744,-1.403,-999.0,71.098,-1.957,-0.378,52.888,-1.55,1.488,74.425,-2.754,149.186,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.06018235932,b
104055,38.972,40.979,30.768,33.249,-999.0,-999.0,-999.0,1.217,2.13,83.951,1.44,-1.266,-999.0,20.027,1.183,2.585,28.843,2.323,3.012,14.596,-0.236,97.858,1,35.081,-0.189,-0.302,-999.0,-999.0,-999.0,35.081,2.27668408155,b
104056,84.592,3.09,60.181,0.884,-999.0,-999.0,-999.0,3.122,0.884,60.187,0.779,-1.41,-999.0,33.824,0.283,0.096,26.363,0.53,-3.076,8.16,-2.865,82.59,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.04982017994,b
104057,-999.0,87.817,64.34,19.185,-999.0,-999.0,-999.0,2.557,19.185,73.954,2.643,-1.395,-999.0,20.299,-1.09,1.693,53.655,-1.49,-0.833,41.989,3.087,90.529,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,5.02061749888,b
104058,125.739,7.3,58.345,83.126,2.833,478.222,-1.317,2.11,30.518,327.262,0.621,0.771,0.01,42.441,-2.377,-0.342,26.343,-2.209,-2.445,75.733,-2.609,354.012,3,143.774,2.247,0.849,83.575,-0.586,-2.791,258.479,0.309795155685,b
104059,106.863,2.935,44.838,126.534,0.677,90.76,0.137,2.029,120.48,407.375,1.262,1.056,0.0,20.767,0.171,-0.134,26.212,1.327,1.534,99.713,1.477,465.898,3,141.859,-0.841,-1.754,105.101,-0.163,-1.818,360.395,0.00265331133733,s
104060,83.522,67.134,57.3,51.201,-999.0,-999.0,-999.0,2.585,23.367,91.163,0.793,-0.357,-999.0,33.434,-1.493,2.312,26.526,-1.452,-1.387,42.922,1.959,241.62,1,31.203,-3.192,-1.149,-999.0,-999.0,-999.0,31.203,0.863822428746,b
104061,-999.0,133.133,63.244,74.672,2.093,135.458,-1.012,1.88,18.738,213.372,1.833,-0.473,0.525,27.403,-0.369,3.112,50.229,-1.129,-1.452,92.117,2.104,279.532,3,55.457,-1.336,-0.737,46.473,0.758,0.154,135.74,0.74405624723,b
104062,111.821,8.711,62.692,48.309,1.208,127.818,7.851,3.288,19.333,162.032,1.105,1.391,0.0,24.567,-0.455,2.665,27.134,0.834,-0.593,44.905,-0.844,217.939,2,66.307,3.47,3.127,44.024,2.263,0.413,110.331,0.073899129815,b
104063,92.94,40.241,55.717,25.592,-999.0,-999.0,-999.0,2.758,25.592,53.52,1.195,1.353,-999.0,24.386,-1.282,1.254,29.134,-2.04,-2.377,17.404,1.695,104.927,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.06900176154,b
104064,121.915,10.05,79.696,18.934,-999.0,-999.0,-999.0,3.176,18.934,78.006,0.521,-1.413,-999.0,51.28,0.456,1.106,26.727,-0.323,-2.098,7.489,-1.372,253.183,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
104065,63.528,29.46,27.741,177.199,-999.0,-999.0,-999.0,0.853,2.89,243.212,1.106,1.409,-999.0,31.828,2.044,-0.741,35.201,2.042,0.112,116.231,-0.353,282.81,1,176.183,2.536,2.825,-999.0,-999.0,-999.0,176.183,1.68161144262,b
104066,99.909,26.662,77.29,3.427,-999.0,-999.0,-999.0,2.89,3.427,72.758,0.981,-1.413,-999.0,36.727,-1.005,1.372,36.031,-1.784,-2.128,9.926,-0.563,70.874,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68161144262,b
104067,116.521,6.289,57.42,83.821,-999.0,-999.0,-999.0,2.493,35.81,122.484,1.129,1.167,-999.0,28.496,-1.662,1.076,32.18,-1.634,-1.417,70.648,-1.285,278.43,1,61.808,-2.197,1.652,-999.0,-999.0,-999.0,61.808,1.68161144262,b
104068,123.51,68.78,75.223,98.473,1.106,192.613,-0.258,2.25,33.089,273.499,0.431,0.85,0.969,63.323,0.49,-1.031,27.268,0.316,1.212,51.062,-1.132,347.641,2,129.849,0.772,2.7,53.058,-0.335,-0.258,182.908,0.00150270483101,s
104069,92.791,19.416,56.084,137.485,-999.0,-999.0,-999.0,1.237,22.362,251.396,0.479,1.382,-999.0,69.815,-1.562,2.694,33.416,-1.455,1.461,53.243,1.926,248.558,1,148.165,2.004,-1.107,-999.0,-999.0,-999.0,148.165,0.073899129815,b
104070,65.352,54.586,50.614,1.555,-999.0,-999.0,-999.0,2.203,1.555,54.302,1.371,-1.404,-999.0,22.906,2.283,-2.427,31.396,1.522,-0.36,28.326,1.952,184.614,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,4.70379805551,b
104071,103.459,23.933,78.256,0.271,-999.0,-999.0,-999.0,2.895,0.271,77.048,0.862,-1.41,-999.0,41.38,1.221,2.593,35.669,0.746,-0.834,12.302,0.382,98.471,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
104072,130.427,3.427,93.929,23.154,-999.0,-999.0,-999.0,2.918,23.154,83.036,0.839,1.232,-999.0,45.162,-0.585,1.811,37.874,0.519,-1.772,12.371,-1.93,153.289,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.018636116672,s
104073,157.322,0.448,87.801,166.52,-999.0,-999.0,-999.0,3.083,2.969,258.901,3.248,1.027,-999.0,22.442,0.165,1.506,72.903,1.001,-1.461,115.663,-1.456,270.706,1,163.557,-2.664,1.708,-999.0,-999.0,-999.0,163.557,0.00150270483101,s
104074,77.215,56.469,57.873,26.431,-999.0,-999.0,-999.0,2.364,26.431,59.931,1.587,-0.297,-999.0,23.165,-0.398,2.565,36.766,0.432,-1.505,22.388,1.994,148.553,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.10519366552,b
104075,132.94,103.465,89.085,53.618,-999.0,-999.0,-999.0,3.005,9.68,130.364,1.51,1.362,-999.0,32.799,1.77,0.787,49.54,0.823,-2.643,59.654,1.123,234.187,1,48.025,-3.847,-1.829,-999.0,-999.0,-999.0,48.025,0.018636116672,s
104076,-999.0,62.416,158.331,2.876,-999.0,-999.0,-999.0,3.587,2.876,67.483,0.776,-1.407,-999.0,37.988,-2.228,-0.83,29.496,0.854,1.006,44.09,3.098,78.623,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,2.68602513928,b
104077,78.939,68.562,59.228,35.195,-999.0,-999.0,-999.0,2.019,35.195,71.663,1.559,-0.457,-999.0,28.003,0.918,-0.103,43.66,0.866,1.915,27.758,-0.877,202.454,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.0489070427,b
104078,-999.0,77.446,107.114,5.077,-999.0,-999.0,-999.0,2.394,5.077,115.286,0.858,-1.414,-999.0,62.051,2.043,2.824,53.234,2.137,-1.067,43.487,0.803,195.18,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,4.08628537416,b
104079,49.961,51.101,39.956,54.231,5.365,467.601,-6.04,1.149,0.601,135.916,1.361,-0.522,0.234,30.405,-1.522,-1.627,41.377,-2.16,-2.583,26.843,1.953,127.456,2,33.485,-1.608,1.069,30.65,3.757,-0.084,64.134,0.073899129815,b
104080,-999.0,76.621,46.247,48.696,-999.0,-999.0,-999.0,1.503,24.974,88.112,1.302,-0.223,-999.0,24.81,-0.762,-0.729,32.312,-2.222,-0.375,59.614,1.747,112.156,1,30.99,-3.392,-2.012,-999.0,-999.0,-999.0,30.99,2.25205490278,b
104081,122.507,11.244,79.016,36.539,-999.0,-999.0,-999.0,3.331,1.437,97.448,1.372,-1.362,-999.0,26.231,1.351,-2.156,36.0,-0.133,1.145,27.77,0.788,129.146,1,35.217,0.281,-2.165,-999.0,-999.0,-999.0,35.217,0.018636116672,s
104082,179.231,12.941,94.567,12.138,-999.0,-999.0,-999.0,3.038,12.138,109.452,0.325,-1.384,-999.0,82.623,0.168,3.004,26.829,0.382,-0.248,64.24,0.065,254.286,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.770741850445,b
104083,252.832,92.453,215.252,58.075,1.984,113.409,-0.756,3.59,9.204,172.18,2.596,-0.44,0.01,23.802,1.847,-2.578,61.79,-1.644,-1.741,37.009,1.918,252.377,2,55.123,1.469,1.146,31.465,-0.515,-0.342,86.588,1.58608795927,b
104084,126.062,12.177,76.598,82.132,2.086,105.909,-0.461,3.0,46.875,147.791,2.36,1.307,0.974,21.565,2.114,-1.765,50.889,0.961,1.748,50.359,1.989,377.744,2,44.782,1.835,0.004,30.556,-0.251,-1.478,75.337,0.00150270483101,s
104085,158.274,4.198,120.46,67.726,2.914,154.752,-0.438,3.02,32.287,162.543,1.868,0.215,0.876,20.467,-1.191,0.649,38.228,1.829,0.588,9.218,0.812,142.894,3,35.792,-0.159,-2.175,35.475,2.755,2.508,103.848,0.74405624723,b
104086,118.407,63.01,100.366,39.476,-999.0,-999.0,-999.0,2.599,4.496,98.141,1.344,-0.344,-999.0,25.76,2.397,-1.974,34.62,-0.174,-1.585,34.722,0.696,167.42,1,37.762,3.115,1.882,-999.0,-999.0,-999.0,37.762,2.82837462759,b
104087,90.627,47.385,68.534,29.172,-999.0,-999.0,-999.0,3.154,29.172,64.817,0.819,1.413,-999.0,35.637,0.273,1.713,29.18,-0.434,-1.497,22.905,2.468,74.247,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.018636116672,s
104088,155.796,90.178,96.722,1.759,-999.0,-999.0,-999.0,3.007,1.759,88.451,2.153,-1.337,-999.0,28.049,0.615,0.392,60.402,-0.602,-3.141,34.565,-0.325,107.675,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,5.45769002829,b
104089,100.346,60.878,59.383,31.372,-999.0,-999.0,-999.0,2.789,0.774,86.904,1.106,-0.488,-999.0,26.118,-2.468,-2.813,28.895,-1.538,-0.184,32.272,3.118,79.726,1,31.891,-0.913,0.407,-999.0,-999.0,-999.0,31.891,2.09224108287,b
104090,100.312,31.171,73.022,35.983,-999.0,-999.0,-999.0,3.117,2.566,105.279,1.73,-1.413,-999.0,26.249,-0.892,1.752,45.416,-1.573,-1.49,23.16,-0.487,198.741,1,33.614,-3.429,2.17,-999.0,-999.0,-999.0,33.614,2.19405221609,b
104091,98.177,44.039,63.462,48.899,-999.0,-999.0,-999.0,2.428,48.899,68.206,0.754,1.338,-999.0,38.892,2.129,3.067,29.313,2.295,0.645,24.16,2.594,136.595,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.45484847268,b
104092,86.245,63.887,67.595,33.94,-999.0,-999.0,-999.0,2.419,33.94,56.894,1.232,-0.68,-999.0,25.488,-0.045,-1.241,31.406,-1.665,-3.037,33.049,-0.156,147.305,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.1369567748,b
104093,72.899,60.939,56.224,46.65,0.844,102.073,2.498,1.624,30.605,262.555,1.757,-0.729,0.381,27.809,-1.31,-2.952,48.85,-2.05,1.885,19.303,-1.505,324.876,3,63.453,-1.214,0.292,53.422,-2.058,-1.415,185.896,0.74405624723,b
104094,33.223,64.974,24.605,75.601,-999.0,-999.0,-999.0,0.779,27.721,135.817,2.365,0.089,-999.0,20.9,0.538,2.735,49.429,0.272,-2.815,35.515,1.693,194.098,1,65.488,0.528,-0.006,-999.0,-999.0,-999.0,65.488,0.74405624723,b
104095,-999.0,182.025,90.323,78.307,-999.0,-999.0,-999.0,3.091,15.951,194.553,3.862,1.392,-999.0,20.632,2.131,-1.687,79.678,1.167,1.659,114.563,-2.101,187.977,1,94.243,1.386,0.528,-999.0,-999.0,-999.0,94.243,0.00150187015894,s
104096,-999.0,81.661,20.01,3.616,-999.0,-999.0,-999.0,0.709,3.616,57.996,1.34,-1.414,-999.0,24.788,-2.246,1.361,33.207,-2.193,0.654,51.717,-2.144,106.083,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.994103315,b
104097,54.193,54.955,45.152,33.948,-999.0,-999.0,-999.0,1.821,2.406,92.638,1.726,-1.182,-999.0,20.648,-1.694,-2.843,35.636,-2.444,1.781,37.91,0.092,157.246,1,36.354,-2.129,-1.887,-999.0,-999.0,-999.0,36.354,4.89126806987,b
104098,85.21,2.073,55.077,60.131,1.378,60.211,6.24,1.95,13.533,141.961,1.128,1.067,0.704,31.221,-1.998,0.225,35.204,-2.183,2.166,27.723,2.1,264.46,2,42.296,-3.28,-1.305,33.24,-1.902,-1.757,75.535,0.073899129815,b
104099,-999.0,63.886,186.263,0.786,-999.0,-999.0,-999.0,3.44,0.786,100.824,0.775,-1.404,-999.0,56.818,2.335,-0.688,44.007,-0.182,1.656,41.549,-2.94,91.382,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,5.64201145327,b
104100,118.061,45.372,80.753,52.657,-999.0,-999.0,-999.0,2.769,52.657,81.445,1.228,1.413,-999.0,36.553,0.799,0.382,44.892,0.446,-2.364,35.287,-1.151,170.053,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00150270483101,s
104101,116.725,15.278,84.873,77.501,4.96,774.44,-5.109,2.672,43.465,240.27,3.24,1.315,0.891,21.841,-0.819,2.281,70.77,0.179,-0.197,22.433,0.188,319.091,2,109.183,-1.46,2.634,38.476,3.5,-2.029,147.66,0.00150270483101,s
104102,279.768,127.484,223.75,36.841,-999.0,-999.0,-999.0,2.977,2.709,264.576,1.646,-1.411,-999.0,87.054,2.295,2.033,143.316,2.09,-0.937,34.294,3.064,298.907,1,34.206,1.71,1.918,-999.0,-999.0,-999.0,34.206,4.60551768932,b
104103,105.34,51.213,80.641,7.657,-999.0,-999.0,-999.0,2.932,7.657,73.785,1.143,-1.395,-999.0,34.425,-0.596,2.917,39.361,-1.524,0.136,18.562,-2.354,104.406,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,2.10412979856,b
104104,104.996,22.431,79.886,7.392,-999.0,-999.0,-999.0,2.938,7.392,66.388,0.799,-1.393,-999.0,36.896,0.508,0.408,29.492,1.865,-2.198,12.119,2.815,156.618,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,2.12393052588,b
104105,135.026,18.767,78.784,142.817,5.756,1881.808,-7.632,1.735,0.81,321.571,1.158,1.286,0.785,42.829,0.526,-2.752,49.61,-0.608,2.218,70.928,2.536,296.6,2,158.767,-2.071,0.002,70.366,3.684,-2.016,229.133,0.00150270483101,s
104106,334.971,13.1,165.99,82.109,0.502,396.099,-0.02,3.294,172.047,710.714,0.553,0.583,0.011,61.207,-2.17,1.723,33.826,0.326,-2.409,78.073,-2.154,712.249,3,222.568,-0.458,0.227,201.754,0.044,-1.985,615.681,0.300975113091,b
104107,110.993,2.302,73.326,50.476,-999.0,-999.0,-999.0,2.771,21.013,102.463,1.521,0.901,-999.0,21.286,0.577,1.59,32.365,-1.344,-0.407,23.899,-0.49,209.209,1,48.812,-1.842,2.661,-999.0,-999.0,-999.0,48.812,0.309795155685,b
